"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Semantically Meaningful Class Prototype Learning for One-Shot Image Segmentation","T. Chen; G. -S. Xie; Y. Yao; Q. Wang; F. Shen; Z. Tang; J. Zhang","School of Computer Science, and Engineering, Nanjing University of Science, and Technology, Nanjing, China; Computer Vision Group, Inception Institute of Artificial Intelligence, Abu Dhabi, UAE; School of Computer Science, and Engineering, Nanjing University of Science, and Technology, Nanjing, China; School of Computer Science, and Engineering, Nanjing University of Science, and Technology, Nanjing, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; School of Computer Science, and Engineering, Nanjing University of Science, and Technology, Nanjing, China; School of Electrical and Data Engineering, University of Technology Sydney, ROSEBERY, NSW, Australia","IEEE Transactions on Multimedia","8 Feb 2022","2022","24","","968","980","One-shot semantic image segmentation aims to segment the object regions for the novel class with only one annotated image. Recent works adopt the episodic training strategy to mimic the expected situation at testing time. However, these existing approaches simulate the test conditions too strictly during the training process, and thus cannot make full use of the given label information. Besides, these approaches mainly focus on the foreground-background target class segmentation setting. They only utilize binary mask labels for training. In this paper, we propose to leverage the multi-class label information during the episodic training. It will encourage the network to generate more semantically meaningful features for each category. After integrating the target class cues into the query features, we then propose a pyramid feature fusion module to mine the fused features for the final classifier. Furthermore, to take more advantage of the support image-mask pair, we propose a self-prototype guidance branch to support image segmentation. It can constrain the network for generating more compact features and a robust prototype for each semantic class. For inference, we propose a fused prototype guidance branch for the segmentation of the query image. Specifically, we leverage the prediction of the query image to extract the pseudo-prototype and combine it with the initial prototype. Then we utilize the fused prototype to guide the final segmentation of the query image. Extensive experiments demonstrate the superiority of our proposed approach. The source codes and models have been made available at https://github.com/NUST-Machine-Intelligence-Laboratory/SMCP.","1941-0077","","10.1109/TMM.2021.3061816","National Natural Science Foundation of China(grant numbers:61976116); Fundamental Research Funds for the Central Universities(grant numbers:30920021135); Jiangsu Province Key Research and Development Plan(grant numbers:BE2016904); Ark Innovation Fund(grant numbers:HT202012310145); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9362263","Image segmentation;one-shot learning;semantically meaningful prototype","Image segmentation;Prototypes;Semantics;Training;Feature extraction;Task analysis;Testing","feature extraction;image classification;image segmentation;learning (artificial intelligence);object detection;object recognition","semantically meaningful class prototype learning;one-shot semantic image segmentation;object regions;foreground-background target class segmentation setting;binary mask labels;multiclass label information;pyramid feature fusion module;support image-mask pair;self-prototype guidance branch;query image;pseudoprototype;source codes;NUST-machine-intelligence-laboratory","","11","","86","IEEE","24 Feb 2021","","","IEEE","IEEE Journals"
"Communication Efficient Federated Learning With Heterogeneous Structured Client Models","Y. Hu; X. Sun; Y. Tian; L. Song; K. C. Tan","Department of Computer Science, City University of Hong Kong, Hong Kong SAR; School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; Information Materials and Intelligent Sensing Laboratory of Anhui Province, Institutes of Physical Science and Information Technology, Anhui University, Hefei, China; Department of Computer Science, City University of Hong Kong, Hong Kong SAR; Department of Computing, The Hong Kong Polytechnic University, Hong Kong SAR","IEEE Transactions on Emerging Topics in Computational Intelligence","24 May 2023","2023","7","3","753","767","Federated learning (FL) has recently attracted much attention due to its superior performance in privacy protection when processing data from different terminals. However, homogeneous deep learning models are pervasively adopted without considering the difference between distinct data in various clients, resulting in low learning performance and high communication costs. This paper thus proposes a novel FL framework with heterogeneous structured client models for handling different data scales and investigates its superiority over canonical FL with homogeneous models. Additionally, singular value decomposition is adopted on the client models to reduce the amount of transmitted data, i.e., the communication costs. The aggregation mechanism with multiple models on the central server is then presented based on the heterogeneous characteristics of the uploaded parameters and models. The proposed framework is applied to four benchmark classification datasets and a trend following task on electromagnetic radiation intensity time series data. Experimental results demonstrate that the proposed method can effectively improve the accuracy of local learning models and significantly reduce communication costs.","2471-285X","","10.1109/TETCI.2022.3209345","National Natural Science Foundation of China(grant numbers:61876184,U21A20512,61876162); Research Grants Council of the Hong Kong, SAR(grant numbers:PolyU11211521,ECS 21212419); Changsha Science and Technology Program International and Regional Science and Technology Cooperation Project(grant numbers:kh2201026); Technological Breakthrough Project of Science; Technology and Innovation Commission of Shenzhen Municipality(grant numbers:JSGG20201102162000001); InnoHK Initiative; Government of the HKSAR; Laboratory for AI-Powered Financial Technologies; Hong Kong UGC Special Virtual Teaching and Learning(grant numbers:6430300); Hong Kong UGC RMGS(grant numbers:9229003); Tencent AI Lab Rhino-Bird Gift Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9911782","Federated learning;heterogeneous structured model;neural network;singular value decomposition","Servers;Costs;Matrix decomposition;Training;Data models;Optimization;Data privacy","data privacy;deep learning (artificial intelligence);learning (artificial intelligence);pattern classification;singular value decomposition;time series","canonical FL;communication efficient federated learning;different data scales;different terminals;distinct data;electromagnetic radiation intensity time series data;heterogeneous characteristics;heterogeneous structured client models;high communication costs;homogeneous deep learning models;homogeneous models;local learning models;low learning performance;novel FL framework;transmitted data;uploaded parameters","","","","43","IEEE","5 Oct 2022","","","IEEE","IEEE Journals"
"Hybrid Metaheuristics for QoS-Aware Service Composition: A Systematic Mapping Study","H. Naghavipour; T. K. Soon; M. Y. I. B. Idris; M. Namvar; R. B. Salleh; A. Gani","Department of Computer System and Technology, Faculty of Computer Science and Information Technology, Universiti Malaya, Kuala Lumpur, Malaysia; Department of Computer System and Technology, Faculty of Computer Science and Information Technology, Universiti Malaya, Kuala Lumpur, Malaysia; Department of Computer System and Technology, Faculty of Computer Science and Information Technology, Universiti Malaya, Kuala Lumpur, Malaysia; Business School, The University of Queensland, Brisbane, QLD, Australia; Department of Computer System and Technology, Faculty of Computer Science and Information Technology, Universiti Malaya, Kuala Lumpur, Malaysia; Faculty of Computing and Informatics, University Malaysia Sabah, Labuan, Malaysia","IEEE Access","3 Feb 2022","2022","10","","12678","12701","With the advent of Service-Oriented Architecture (SOA), services can be registered, invoked, and combined by their identical Quality of Services (QoS) attributes to create a new value-added application that fulfils user requirements. Efficient QoS-aware service composition has been a challenging task in cloud computing. This challenge becomes more formidable in emerging resource-constrained computing paradigms, such as the Internet of Things and Fog. Service composition has regarded as a multi-objective combinatorial optimization problem that falls in the category of NP-hard. Historically, the proliferation of services added to problem complexity and navigated solutions from exact (none-heuristics) approaches to near-optimal heuristics and metaheuristics. Although metaheuristics have fulfilled some expectations, the quest for finding a high-quality, near-optimal solution has led researchers to devise hybrid methods. As a result, research on service composition shifts towards the hybridization of metaheuristics. Hybrid metaheuristics have been promising efforts to transcend the boundaries of metaheuristics by leveraging the strength of complementary methods to overcome base algorithm shortcomings. Despite the significance and frontier position of hybrid metaheuristics, to the best of our knowledge, there is no systematic research and survey in this field with a particular focus on strategies to hybridize traditional metaheuristics. This study’s core contribution is to infer a framework for hybridization strategies by conducting a mapping study that analyses 71 papers between 2008 and 2020. Moreover, it provides a panoramic view of hybrid methods and their experiment setting in respect to the problem domain as the main outcome of this mapping study. Finally, research trends, directions and challenges are discussed to benefit future endeavours.","2169-3536","","10.1109/ACCESS.2021.3133505","Malaysia Ministry of Higher Education, Fundamental Research Grant Scheme (FRGS)(grant numbers:FP005-2021); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9638680","Service computing;cloud computing;quality of service;service composition;metaheuristics;hybrid metaheuristics;mapping study","Metaheuristics;Quality of service;Internet of Things;Optimization;Cloud computing;Search problems;Systematics","","","","7","","202","CCBYNCND","6 Dec 2021","","","IEEE","IEEE Journals"
"Multitask Residual Shrinkage Convolutional Neural Network for Sleep Apnea Detection Based on Wearable Bracelet Photoplethysmography","Q. Shen; X. Yang; L. Zou; K. Wei; C. Wang; G. Liu","School of Biomedical Engineering, Sun Yat-sen University (Shenzhen Campus), Guangzhou, China; School of Biomedical Engineering, Sun Yat-sen University (Shenzhen Campus), Guangzhou, China; School of Biomedical Engineering, Sun Yat-sen University (Shenzhen Campus), Guangzhou, China; School of Biomedical Engineering, Sun Yat-sen University (Shenzhen Campus), Guangzhou, China; School of Biomedical Engineering, Sun Yat-sen University (Shenzhen Campus), Guangzhou, China; School of Biomedical Engineering, Sun Yat-sen University (Shenzhen Campus), Guangzhou, China","IEEE Internet of Things Journal","7 Dec 2022","2022","9","24","25207","25222","Sleep apnea syndrome (SAS) is a common chronic respiratory disorder, which seriously harms human health. In order to realize the large-scale promotion of SAS detection, the SAS detection method based on wearable devices has attracted the attention of some researchers. However, in view of the poor signals collected by wearable devices and the less variation between signals of different classes (normal/SAS), the detection methods in past studies are often unsatisfactory. In this study, a wearable SAS detection method based on 1-D multitask multiattention residual shrinkage convolution neural network (1D-MMResSNet) model and cost-sensitive (CS) classifier was proposed. First, the photoplethysmography (PPG) sleep data of 92 subjects were collected by using wearable smart Bracelet devices. Second, a backbone network composed of the residual multiattention mechanism convolution block and residual shrinkage convolution block was proposed to realize feature selection and feature extraction for pulse rate variability signals. At the same time, the single supervised learning task of the network was improved, and a multitask learning method was proposed to enhance the ability of the network to mine subtle differences between data, thereby effectively learning the discriminative network features. Finally, the AdaCost cost-sensitive algorithm was introduced to alleviate the class imbalance problem in data samples. In segment detection, the accuracy, sensitivity, and specificity were 81.82%, 70.27%, and 85.81%, respectively; In individual detection, the accuracy, sensitivity, and specificity were 95.65%, 88.89%, and 97.30%, respectively. Experimental results show that the proposed model has excellent detection performance and is expected to be embedded in wearable devices.","2327-4662","","10.1109/JIOT.2022.3195777","Shenzhen Science and Technology Plan for Fundamental Research(grant numbers:JCYJ20180307153213863,JCY20190807162003696); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9847226","Convolutional neural network;cost sensitive;multitask learning;photoplethysmography (PPG);sleep apnea~syndrome (SAS);wearable device","Feature extraction;Sleep apnea;Wearable sensors;Electrocardiography;Multitasking;Biomedical monitoring;Convolutional neural networks;Plethysmography","diseases;feature extraction;learning (artificial intelligence);medical disorders;medical signal detection;medical signal processing;neural nets;pattern classification;photoplethysmography;pneumodynamics;signal classification;sleep","1-D multitask multiattention residual shrinkage convolution neural network;1D-MMResSNet;AdaCost cost-sensitive algorithm;backbone network;common chronic respiratory disorder;detection methods;different classes;discriminative network features;excellent detection performance;feature extraction;feature selection;human health;individual detection;multitask learning method;poor signals;pulse rate variability signals;residual multiattention mechanism convolution block;residual shrinkage convolution block;residual shrinkage convolutional neural network;segment detection;single supervised learning task;sleep apnea detection;sleep apnea syndrome;wearable Bracelet photoplethysmography;wearable devices;wearable SAS detection method;wearable smart Bracelet devices","","4","","76","IEEE","2 Aug 2022","","","IEEE","IEEE Journals"
"Fine-Tuning Swin Transformer and Multiple Weights Optimality-Seeking for Facial Expression Recognition","H. Feng; W. Huang; D. Zhang; B. Zhang","School of Computer Science and Artificial Intelligence, Changzhou University, Changzhou, China; School of Computer Science and Artificial Intelligence, Changzhou University, Changzhou, China; College of Information Technology, Zhejiang Shuren University, Hangzhou, China; School of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China","IEEE Access","3 Feb 2023","2023","11","","9995","10003","Facial expression recognition plays a key role in human-computer emotional interaction. However, human faces in real environments are affected by various unfavorable factors, which will result in the reduction of expression recognition accuracy. In this paper, we proposed a novel method which combines Fine-tuning Swin Transformer and Multiple Weights Optimality-seeking (FST-MWOS) to enhanced expression recognition performance. FST-MWOS mainly consists of two crucial components: Fine-tuning Swin Transformer (FST) and Multiple Weights Optimality-seeking (MWOS). FST takes Swin Transformer Large as the backbone network to obtain multiple groups of fine-tuned model weights for the homologous data domains by hyperparameters configurations, data augmentation methods, etc. In MWOS a greedy strategy was used to mine locally optimal generalizations in the optimal epoch interval of each group of fine-tuned model weights. Then, the optimality-seeking for multiple groups of locally optimal weights was utilized to obtain the global optimal solution. Experiments results on RAF-DB, FERPlus and AffectNet datasets show that the proposed FST-MWOS method outperforms various state-of-the-art methods.","2169-3536","","10.1109/ACCESS.2023.3237817","Zhejiang Provincial Natural Science Foundation of China(grant numbers:LGF21F020024); Natural Science Foundation of Zhejiang Province, China(grant numbers:LQ21F020025); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10018959","Facial expression recognition;greedy strategy;multiple weights optimality-seeking;swin transformer","Transformers;Face recognition;Merging;Data models;Feature extraction;Training data;Task analysis","data augmentation;emotion recognition;face recognition;feature extraction;image classification;optimisation","enhanced expression recognition performance;expression recognition accuracy;facial expression recognition;fine-tuned model weights;Fine-tuning Swin Transformer;FST-MWOS method;global optimal solution;human-computer emotional interaction;locally optimal generalizations;locally optimal weights;Multiple Weights Optimality-seeking;optimal epoch interval","","1","","39","CCBY","18 Jan 2023","","","IEEE","IEEE Journals"
"Building Extraction From Very High-Resolution Remote Sensing Images Using Refine-UNet","W. Qiu; L. Gu; F. Gao; T. Jiang","College of Electronic Science and Engineering, Jilin University, Changchun, China; College of Electronic Science and Engineering, Jilin University, Changchun, China; Chang Guang Satellite Technology Company Ltd., Changchun, China; Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences, Changchun, China","IEEE Geoscience and Remote Sensing Letters","21 Feb 2023","2023","20","","1","5","Accurate building extraction from very high-resolution (VHR) remote sensing images plays an important role in urban dynamic monitoring, planning, and management. However, it is still a challenging task to achieve building extraction with high accuracy and integrity due to diverse building appearances and more complex ground background in VHR remote sensing images. Recently, unity networking (UNet) has been proven to be capable of feature extraction and semantic segmentation of remote sensing images. However, UNet cannot achieve sufficient multiscale and multilevel features with larger receptive fields. To address these problems, an improved network based on UNet structure (Refine-UNet) is proposed for extracting buildings from the VHR images. The proposed Refine-UNet mainly consists of an encoder module, a decoder module, and a refine skip connection scheme. The refine skip connection scheme is composed of an atrous spatial convolutional pyramid pooling (ASPP) module and several improved depthwise separable convolution (IDSC) modules. Experimental results on the Jilin-1 VHR datasets with a spatial resolution of 0.75 m demonstrate that compared with UNet, pyramid scene parsing network (PSPNet), DeepLabV3+, and a deep convolutional encoder-decoder architecture for image segmentation (SegNet), the proposed Refine-UNet can obtain more accurate building extraction results and achieve the best precision of 95.1% and intersection over union (IoU) of 87.0%, indicating the great practical potential.","1558-0571","","10.1109/LGRS.2023.3243609","Project of Jilin Province Development and Reform Commission(grant numbers:2021C044-7); Technological Research and Development Projects of Jilin(grant numbers:20220201017GX); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10041175","Atrous convolution;building extraction;unity networking (UNet);very high-resolution (VHR) remote sensing imagery","Buildings;Feature extraction;Convolution;Remote sensing;Decoding;Data mining;Spatial resolution","convolutional neural nets;deep learning (artificial intelligence);feature extraction;geophysical image processing;image classification;image resolution;image segmentation;object detection;remote sensing","accurate building extraction results;atrous spatial convolutional pyramid pooling module;diverse building appearances;extracting buildings;feature extraction;high-resolution remote sensing images;image segmentation;improved depthwise separable convolution modules;Jilin-1 VHR datasets;multilevel features;pyramid scene parsing network;refine skip connection scheme;Refine-UNet;size 0.75 m;sufficient multiscale features;UNet scene parsing network;UNet structure;VHR images;VHR remote sensing images","","","","18","IEEE","9 Feb 2023","","","IEEE","IEEE Journals"
"Demystifying the Impacts of the Fourth Industrial Revolution on Logistics","M. Sullivan","NNR Global Logistics, Dallas, TX, USA","The Digital Transformation of Logistics: Demystifying Impacts of the Fourth Industrial Revolution","","2021","","","1","19","The rise of global ecosystems is increasingly threatening the way that service industry companies operate. This change is powered by not only cheap outsourced human labor but also a digital workforce. Mobile activity and a surge in e‐commerce have put connectivity, speed to market, and intuitive digital product offerings at the forefront of what companies across the supply chain are prioritizing in terms of business strategy. Navigating a digital transformation journey has been a daunting task for many senior logistics executives; it has identified a clear need to reexamine many attributes of how traditional logistics companies have prospered and survived in the past five decades. From IT infrastructure to change management, there is a long list of tasks that must happen for this digital transformation to become a reality. Careful examination, planning, and retooling have proven to be the key for navigating the hype and pragmatic adoption of key Fourth Industrial Revolution technologies such as artificial intelligence, blockchain, Internet of Things, and robotic process automation. This chapter will explore what exactly a digital transformation means in the context of logistics, particularly focusing on technologies that are affecting the industry.","","9781119646457","10.1002/9781119646495.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9430792.pdf&bkn=9430782&pdfType=chapter","","Companies;Logistics;Artificial intelligence;Industries;Business;Transportation;Supply chains","","","","","","","","14 May 2021","","","IEEE","Wiley-IEEE Press eBook Chapters"
"Plasticity-on-Chip Design: Exploiting Self-Similarity for Data Communications","Y. Xiao; S. Nazarian; P. Bogdan","Department of Electrical and Computer Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, USA; Department of Electrical and Computer Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, USA; Department of Electrical and Computer Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, USA","IEEE Transactions on Computers","20 May 2021","2021","70","6","950","962","With the increasing demand for distributed big data analytics and data-intensive programs which contribute to large volumes of packets among processing elements (PEs) and memory banks, we witness a pressing need for new mathematical models and algorithms that can engineer a brain-inspired plasticity into the computing platforms by mining the topological complexity of high-level programs (HLPs) and exploiting their self-similar and fractal characteristics for designing reconfigurable domain-specific computing architectures. In this article, we present Plasticity-on-Chip (PoC) by engineering plasticity into ”artificial brains” to mine and exploit the self-similarity of HLPs. First, we present a communication modeling of HLPs (e.g., C/C++ implementations of various applications) that relies on static and dynamic compiler analysis of programs with varying input seeds, performing comprehensive program analysis of all traces, and representing the HLPs as weighted directed acyclic graphs while capturing the intrinsic timing constraints and data/control flow requirements. Second, we propose a rigorous mathematical framework for determining the optimal parallel degree of executing a set of interacting HLPs (by partitioning them into clusters of densely interconnected supernodes - tasks) which helps us decide the number of available heterogeneous PEs, the amount of required memory and the structure of the synthesized deadlock-free irregular NoC topology that offers an efficient communication medium. These clusters serve as abstract models of computation for the synthesized PEs within the parallel execution model. Finally, exploiting the fractal and complex networks concepts, we extract in-depth features from graphs that serve as inputs for distributed reinforcement learning. Our experimental results on synthesized PEs and NoCs show performance improvements as high as 7.61x when compared to the traditional NoC and 2.6x compared to gem5-Aladdin.","1557-9956","","10.1109/TC.2021.3071507","National Science Foundation(grant numbers:CPS/CNS-1453860); National Science Foundation(grant numbers:CCF-1837131,MCB-1936775,CNS-1932620); Defense Advanced Research Projects Agency(grant numbers:N66001-17-1-4044); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9397284","Software hardware codesign;optimal parallelization degree;self-similarity;graph neural networks;intelligent scheduler","Conferences;Portable document format;Indexes;Typesetting;Loading;Web sites;Warranties","Big Data;complex networks;concurrency control;directed graphs;learning (artificial intelligence);multiprocessing systems;network-on-chip;optimisation;program compilers","input seeds;comprehensive program analysis;weighted directed acyclic graphs;intrinsic timing constraints;optimal parallel degree;heterogeneous PE;efficient communication medium;synthesized PEs;parallel execution model;fractal networks concepts;complex networks concepts;distributed reinforcement learning;Plasticity-on-Chip design;data communications;distributed big data analytics;data-intensive programs;memory banks;mathematical models;brain-inspired plasticity;computing platforms;topological complexity;high-level programs;fractal characteristics;reconfigurable domain-specific;engineering plasticity;artificial brains;communication modeling;densely interconnected supernodes;interacting HLP","","14","","41","IEEE","6 Apr 2021","","","IEEE","IEEE Journals"
"Landscape garden design system based on artificial intelligence","H. Cao","School of Arts and Humanities, Yunnan Technology and Business University, Kunming, China","The International Conference on Forthcoming Networks and Sustainability (FoNeS 2022)","13 Feb 2023","2022","2022","","521","525","Landscape architecture design companies produce a large number of design drawings every day, and the review, recording, and archiving of design drawings is complicated. In addition to spending time on the design of landscape garden drawings, designers also spend a lot of time dealing with the review and storage of drawings. In order to quickly solve these problems, this paper establishes a landscape garden design system based on artificial intelligence. Designers can use the system's garden material library to intelligently design design drawings, and after the drawing samples are designed, they can independently complete the review and preservation of drawings. The process reduces the workload of designers, and can quickly complete design tasks and improve work efficiency. When logging in to the system, artificial intelligence chip technology can be used to identify the fingerprints or facial features of the logged-in user to achieve secure system login. Then, combined with the neural network of machine learning, the performance of the landscape garden design system is optimized with the support of artificial intelligence technology, and compared with the performance value before optimization. The results prove that the performance of the system is significantly improved under the combined effect of artificial intelligence technology and neural network technology.","","978-1-83953-817-9","10.1049/icp.2022.2503","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10042309","","","artificial intelligence;CAD;design engineering;intelligent design assistants;learning (artificial intelligence);neural nets;production engineering computing","artificial intelligence chip technology;design design drawings;landscape architecture design companies;landscape garden design system;landscape garden drawings;logged-in user;neural network technology","","","","","","13 Feb 2023","","","IET","IET Conferences"
"A Robust and Generalized Framework for Adversarial Graph Embedding","J. Li; X. Fu; S. Zhu; H. Peng; S. Wang; Q. Sun; P. S. Yu; L. He","Beijing Advanced Innovation Center for Big Data and Brain Computing, State Key Laboratory of Software Development Environment, Beihang University, Beijing, China; Beijing Advanced Innovation Center for Big Data and Brain Computing, State Key Laboratory of Software Development Environment, Beihang University, Beijing, China; Beijing Advanced Innovation Center for Big Data and Brain Computing, State Key Laboratory of Software Development Environment, Beihang University, Beijing, China; Beijing Advanced Innovation Center for Big Data and Brain Computing, State Key Laboratory of Software Development Environment, Beihang University, Beijing, China; School of Computer Science and Engineering, Central South University, Changsha, China; Beijing Advanced Innovation Center for Big Data and Brain Computing, State Key Laboratory of Software Development Environment, Beihang University, Beijing, China; Department of Computer Science, University of Illinois at Chicago, Chicago, IL, USA; Department of Computer Science and Engineering, Lehigh University, Bethlehem, PA, USA","IEEE Transactions on Knowledge and Data Engineering","","2023","PP","99","1","14","Graph embedding is essential for graph mining tasks. With the prevalence of graph data in real-world applications, many methods have been proposed in recent years to learn high-quality graph embedding for various types of graphs, among which the Generative Adversarial Networks (GAN) based methods attract increasing attention among researchers. However, most GAN-based generator-discriminator frameworks randomly generate the negative samples from the original graph distributions to enhance the training process of the discriminator without considering the noise. In addition, most of these methods only focus on the explicit graph structures and cannot fully capture complex semantics of edges such as various relationships or asymmetry. In order to address these issues, we propose a robust and generalized framework named AGE. It generates fake neighbors as the enhanced negative samples from the implicit distribution, and enables the discriminator and generator to jointly learn robust and generalized node representations. Based on this framework, we propose three models to handle three types of graph data and derive the corresponding optimization algorithms, namely the UG-AGE  and DG-AGE  for undirected and directed homogeneous graphs, respectively, and the HIN-AGE for heterogeneous information networks. Extensive experiments show that our methods consistently and significantly outperform existing state-of-the-art methods across multiple graph mining tasks.","1558-2191","","10.1109/TKDE.2023.3235944","NSFC(grant numbers:U20B2053); NSF(grant numbers:III-1763325,III-1909323,SaTC-1930941); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10026616","Graph representation learning;generative adversarial networks;directed graph;heterogeneous information networks","Semantics;Generators;Directed graphs;Training;Task analysis;Generative adversarial networks;Representation learning","","","","","","","IEEE","26 Jan 2023","","","IEEE","IEEE Early Access Articles"
"Development and application of urban intelligent emergency platform system","Y. Sun",NA,"ISCTT 2022; 7th International Conference on Information Science, Computer Technology and Transportation","15 Mar 2023","2022","","","1","7","Intelligent emergency system is to build emergency big data governance system and data resource pool by using Internet of things, big data, cloud platform, 4G, wired network and various emergency rescue technologies. Relying on big data full stack technology and multidimensional data fusion analysis ability, so as to support various emergency business systems and data analysis applications. At the same time, using technologies such as natural language processing, knowledge atlas and data modelling, we will build an ""intelligent emergency brain"" for application fields such as natural disasters, safe production and urban safety. By building intelligent emergency comprehensive management system, emergency monitoring platform system, emergency disposal and rescue system, introducing the ant colony algorithm in intelligent optimization algorithm into the emergency scheduling model, the resource planning of emergency management information is carried out. Establish a comprehensive, standard and quantitative emergency information account, clarify the data description, provide mandatory technical constraints on data, and build an emergency management data governance system and data resource pool, so as to provide data support for its disaster prevention, mitigation and disaster relief business. At the same time, various emergency assessment models are established based on GIS, including various information processing models, geoscience models, analysis and verification models, natural disaster emergency assessment and pre assessment models, impact assessment models and disaster assessment models, so as to realize the rapid assessment of disaster. Through comprehensive analysis, research and judgment, the visual display of various emergency information can be realized. Realize the real-time monitoring and early warning analysis and management of infrastructure, natural disasters, production safety and other information within the jurisdiction, provide a unified view of the comprehensive operation status of the jurisdiction. Therefore, by establishing an intelligent emergency model, we can intelligently provide resource scheduling suggestions for various types of accidents and disasters. Various communication means such as wired, wireless and satellite are used to realize the functions of one key rapid distribution of command and dispatching information, emergency resource tracking and positioning, task tracking and feedback, etc. It also can realize the business application mobility of on-site emergency rescue, improve the efficiency of emergency office and disposal.","","978-3-8007-6006-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10071823","","","","","","","","","","15 Mar 2023","","","VDE","VDE Conferences"
"Balancing Performance and Energy Consumption of Bagging Ensembles for the Classification of Data Streams in Edge Computing","G. Cassales; H. M. Gomes; A. Bifet; B. Pfahringer; H. Senger","University of Waikato, Hamilton, New Zealand; Victoria University of Wellington, Wellington, New Zealand; University of Waikato, Hamilton, New Zealand; University of Waikato, Hamilton, New Zealand; Federal University of São Carlos, São Carlos, Brazil","IEEE Transactions on Network and Service Management","","2022","PP","99","1","1","In recent years, the Edge Computing (EC) paradigm has emerged as an enabling factor for developing technologies like the Internet of Things (IoT) and 5G networks, bridging the gap between Cloud Computing services and end-users, supporting low latency, mobility, and location awareness to delay-sensitive applications. An increasing number of solutions in EC have employed machine learning (ML) methods to perform data classification and other information processing tasks on continuous and evolving data streams. Usually, such solutions have to cope with vast amounts of data that come as data streams while balancing energy consumption, latency, and the predictive performance of the algorithms. Ensemble methods achieve remarkable predictive performance when applied to evolving data streams due to several models and the possibility of selective resets. This work investigates a strategy that introduces short intervals to defer the processing of mini-batches. Well balanced, our strategy can improve the performance (i.e., delay, throughput) and reduce the energy consumption of bagging ensembles to classify data streams. The experimental evaluation involved six state-of-art ensemble algorithms (OzaBag, OzaBag Adaptive Size Hoeffding Tree, Online Bagging ADWIN, Leveraging Bagging, Adaptive RandomForest, and Streaming Random Patches) applying five widely used machine learning benchmark datasets with varied characteristics on three computer platforms. As a result, our strategy can significantly reduce energy consumption in 96% of the experimental scenarios evaluated. Despite the trade-offs, it is possible to balance them to avoid significant loss in predictive performance.","1932-4537","","10.1109/TNSM.2022.3226505","New Zealand Ministry of Business, Innovation, and Employment (MBIE)(grant numbers:TAIAO project CONT-64517-SSIFDS-UOW); Stic AMSUD(grant numbers:20-STIC-09); Coordena??o de Aperfei?oamento de Pessoal de N?vel Superior(grant numbers:CAPES-PrInt UFSCar (Contract 88887.373234/2019-00),Finance Code 001); Funda??o de Amparo ? Pesquisa do Estado de S?o Paulo(grant numbers:2018/22979?2,2019/26702-8); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9969939","Edge computing;Machine learning;Data stream classification;Ensembles;Energy consumption","Bagging;Energy consumption;Prediction algorithms;Heuristic algorithms;Performance evaluation;Servers;Optimization","","","","1","","","CCBY","5 Dec 2022","","","IEEE","IEEE Early Access Articles"
