"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multi-Object Tracking in Satellite Videos With Graph-Based Multitask Modeling","Q. He; X. Sun; Z. Yan; B. Li; K. Fu","Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of Sciences, Jilin, China; Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China","IEEE Transactions on Geoscience and Remote Sensing","31 Mar 2022","2022","60","","1","13","Recently, satellite video has become an emerging means of earth observation, providing the possibility of tracking moving objects. However, the existing multi-object trackers are commonly designed for natural scenes without considering the characteristics of remotely sensed data. In addition, most trackers are composed of two independent stages of detection and reidentification (ReID), which means that they cannot be mutually promoted. To this end, we propose an end-to-end online framework, which is called TGraM, for multi-object tracking in satellite videos. It models multi-object tracking as a graph information reasoning procedure from the multitask learning perspective. Specifically, a graph-based spatiotemporal reasoning module is presented to mine the potential high-order correlations between video frames. Furthermore, considering the inconsistency of optimization objectives between detection and ReID, a multitask gradient adversarial learning strategy is designed to regularize each task-specific network. In addition, aiming at the data scarcity in this field, a large-scale and high-resolution Jilin-1 satellite video dataset for multi-object tracking (AIR-MOT) is built for the experiments. Compared with state-of-the-art multi-object trackers, TGraM achieves efficient collaborative learning between detection and ReID, improving the tracking accuracy by 1.2 multiple object tracking accuracy. The code and dataset will be available online (https://github.com/HeQibin/TGraM).","1558-0644","","10.1109/TGRS.2022.3152250","National Natural Science Foundation of China(grant numbers:61725105); National Major Project on High Resolution Earth Observation System of China(grant numbers:GFZX0404120205); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9715124","Graph reasoning;multi-object tracking;multitask learning (MTL);satellite video","Task analysis;Videos;Satellites;Cognition;Multitasking;Training;Spatiotemporal phenomena","geophysical image processing;graph theory;groupware;image motion analysis;image resolution;image sequences;learning (artificial intelligence);object detection;object tracking;remote sensing;temporal reasoning;video signal processing","multiobject tracking;graph-based multitask modeling;moving object tracking;graph-based spatiotemporal reasoning module;optimization objectives;high-resolution Jilin-1 satellite video dataset;multiobject trackers;Earth observation;end-to-end online framework;TGraM;graph information reasoning;multitask learning;high-order correlations;video frames;ReID;reidentification;multitask gradient adversarial learning;task-specific network;data scarcity;AIR-MOT;collaborative learning;remotely sensed data","","40","","63","IEEE","16 Feb 2022","","","IEEE","IEEE Journals"
"Hyperspectral Unmixing Using Nonlocal Similarity-Regularized Low-Rank Tensor Factorization","Y. Yuan; L. Dong; X. Li","School of Artificial Intelligence, Optics and Electronics (iOPEN), Northwestern Polytechnical University, Xi&#x2019;an, China; Chinese Academy of Sciences, Xi&#x2019;an Institute of Optics and Precision Mechanics, Xi&#x2019;an, China; School of Artificial Intelligence, Optics and Electronics (iOPEN), Northwestern Polytechnical University, Xi&#x2019;an, China","IEEE Transactions on Geoscience and Remote Sensing","17 Jan 2022","2022","60","","1","14","Recently, methods based on nonnegative tensor factorization (NTF), which benefits from the tensor representation of hyperspectral imagery (HSI) without any information loss, have attracted increasing attention. However, most existing methods fail to explore the internal spatial structure of data, resulting in low unmixing performance. Moreover, when the algorithm is optimized, the solution is unstable. In this article, a regularizer based on nonlocal tensor similarity is proposed, which can not only fully preserve the global information of HSI but also mine the internal information of data in the spatial domain. HSI is regarded as a 3-D tensor and is directly subjected to endmember extraction and abundance estimation. To fully explore the structural characteristics of data, we simultaneously use the local smoothing and low tensor rank prior of the data to constrain the unmixing model. First, several 4-D tensor groups can be obtained after the nonlocal similarity structure of HSI is learned. Subsequently, a low tensor rank prior is applied to each 4-D tensor, which can fully simulate the nonlocal similarity in the image. In addition, total variation (TV) is also used to explore the local spatial relationship of data, which can generate a smooth abundance map through edge preservation. The optimization is solved by the ADMM algorithm. Experiments on synthetic and real data illustrate the superiority of the proposed method.","1558-0644","","10.1109/TGRS.2021.3095488","National Key Research and Development Project(grant numbers:2020YFB2103902); National Science Fund for Distinguished Young Scholars(grant numbers:61825603); Key Program of National Natural Science Foundation of China(grant numbers:61632018); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9511333","Hyperspectral unmixing;low tensor rank;nonlocal similarity;nonnegative tensor factorization (NTF)","Tensors;TV;Hyperspectral imaging;Data models;Task analysis;Optimization;Data mining","geophysical image processing;image representation;matrix decomposition;tensors","global information;HSI;internal information;spatial domain;3D tensor;structural characteristics;unmixing model;nonlocal similarity structure;local spatial relationship;hyperspectral unmixing;nonlocal similarity-regularized low-rank tensor factorization;nonnegative tensor factorization;tensor representation;hyperspectral imagery;information loss;internal spatial structure;low unmixing performance;nonlocal tensor similarity;4D tensor groups;ADMM algorithm","","5","","50","IEEE","11 Aug 2021","","","IEEE","IEEE Journals"
"CRS-CONT: A Well-Trained General Encoder for Facial Expression Analysis","H. Li; N. Wang; X. Yang; X. Gao","State Key Laboratory of Integrated Services Networks, School of Telecommunications Engineering, Xidian University, Shaanxi, Xi’an, China; State Key Laboratory of Integrated Services Networks, School of Telecommunications Engineering, Xidian University, Shaanxi, Xi’an, China; State Key Laboratory of Integrated Services Networks, School of Telecommunications Engineering, Xidian University, Shaanxi, Xi’an, China; Chongqing Key Laboratory of Image Cognition, Chongqing University of Posts and Telecommunications, Chongqing, China","IEEE Transactions on Image Processing","12 Jul 2022","2022","31","","4637","4650","Existing facial expression recognition (FER) methods train encoders with different large-scale training data for specific FER applications. In this paper, we propose a new task in this field. This task aims to pre-train a general encoder to extract any facial expression representations without fine-tuning. To tackle this task, we extend the self-supervised contrastive learning to pre-train a general encoder for facial expression analysis. To be specific, given a batch of facial expressions, some positive and negative pairs are firstly constructed based on coarse-grained labels and a FER-specified data augmentation strategy. Secondly, we propose the coarse-contrastive (CRS-CONT) learning, where the features of positive pairs are pulled together, while pushed away from the features of negative pairs. Moreover, one key event is that the excessive constraint on the coarse-grained feature distribution will affect fine-grained FER applications. To address this, a weight vector is designed to control the optimization of the CRS-CONT learning. As a result, a well-trained general encoder with frozen weights could preferably adapt to different facial expressions and realize the linear evaluation on any target datasets. Extensive experiments on both in- the-wild and in- the-lab FER datasets show that our method provides superior or comparable performance against state-of-the-art FER methods, especially on unseen facial expressions and cross-dataset evaluation. We hope that this work will help to reduce the training burden and develop a new solution against the fully-supervised feature learning with fine-grained labels. Code and the general encoder will be publicly available at https://github.com/hangyu94/CRS-CONT","1941-0042","","10.1109/TIP.2022.3186536","National Key Research and Development Program of China(grant numbers:2018AAA0103202); National Natural Science Foundation of China(grant numbers:61922066,61876142,62036007,61976166); Technology Innovation Leading Program of Shaanxi(grant numbers:2022QFY01-15); Open Research Projects of Zhejiang Laboratory(grant numbers:2021KG0AB01); Key Research and Development Program of Shaanxi(grant numbers:2021GY-030); Fundamental Research Funds for the Central Universities(grant numbers:JB210115); Innovation Fund of Xidian University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9813458","Facial expression recognition;general encoder;pre-training;coarse-contrastive learning","Face recognition;Task analysis;Feature extraction;Training data;Training;Representation learning;Data mining","emotion recognition;face recognition;feature extraction;image representation;learning (artificial intelligence)","general encoder;facial expression analysis;facial expression recognition methods train;different large-scale training data;specific FER applications;facial expression representations;positive pairs;negative pairs;coarse-grained labels;FER-specified data augmentation strategy;coarse-contrastive learning;coarse-grained feature distribution;fine-grained FER applications;CRS-CONT learning;different facial expressions;the-lab FER datasets;state-of-the-art FER methods;unseen facial expressions;training burden;feature learning;fine-grained labels","Facial Expression","3","","50","IEEE","1 Jul 2022","","","IEEE","IEEE Journals"
"Transitions in Balanced Leadership in Projects: The Case of Horizontal Leaders","R. Alonderienė; R. Müller; M. Pilkienė; S. Šimkonis; A. Chmieliauskas","ISM University of Management and Economics, Vilnius, Lithuania; BI Norwegian Business School, Oslo, Norway; ISM University of Management and Economics, Vilnius, Lithuania; ISM University of Management and Economics, Vilnius, Lithuania; ISM University of Management and Economics, Vilnius, Lithuania","IEEE Transactions on Engineering Management","3 Nov 2022","2022","69","6","3339","3351","Balanced leadership theory conceptualizes that in projects leadership authority bounces back and forth between different roles in situational contingency, and is controlled by the project manager. One of these roles is the horizontal leader—a team member appointed by the project manager to lead the project through a particular issue or crisis. This article investigates the transition at the end of a horizontal leader's assignment and the morphostatic or morphogenetic consequences for future assignments, stemming from the “fit” between the horizontal leader's work with the expectations that led to his/her appointment. A realist social theory and transition theory perspective is taken with 30 interviews in eight case companies. A model for transition in balanced leadership is abductively developed. Variables identified are context, conditions, actors, mechanism, criteria, and outcomes. Results explain the nature and change of assignment conditions, as well as the (dis)continuation decisions on horizontal leader roles at the end of their assignment. A theory is developed that describes the transfer event, with its variables and their interaction. This provides for an extension of the theory of balanced leadership. Practitioners can apply the study's insights to steer the process of horizontal leader appointment and its (dis-)continuation to desired outcomes.","1558-0040","","10.1109/TEM.2020.3041609","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9305737","Balanced leadership;horizontal leadership;realist social theory;transition;transition management (TM)","Leadership;Organizations;Modeling;Uncertainty;Project management","human resource management;organisational aspects;project management;social sciences","balanced leadership theory;case companies;horizontal leader;horizontal leader appointment;horizontal leader roles;morphogenetic consequences;morphostatic consequences;project manager;projects leadership authority;realist social theory;transition theory perspective","","1","","44","IEEE","23 Dec 2020","","","IEEE","IEEE Journals"
"Multi-Scale Low-Discriminative Feature Reactivation for Weakly Supervised Object Localization","B. Wang; C. Yuan; B. Li; X. Ding; Z. Li; Y. Wu; W. Hu","National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China; National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China; National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China; School of Information and Electronic Engineering, Shandong Technology and Business University, Yantai, China; Beijing Institute of Tracking and Telecommunications Technology (BITTT), Beijing, China; Department of Electrical Engineering and Computer Science, Northwestern University, Evanston, IL, USA; National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China","IEEE Transactions on Image Processing","5 Jul 2021","2021","30","","6050","6065","For weakly supervised object localization (WSOL), how to avoid the network focusing only on some small discriminative parts is a main challenge needed to solve. The widely-used Class Activation Mapping (CAM) based paradigm usually employs Adversarial Learning (AL) strategy to search more object parts by constantly hiding discovered object features, but the adversarial process is difficult to control. In this paper, we propose a novel CAM-based framework with Multi-scale Low-Discriminative Feature Reactivation (mLDFR) for WSOL. The mLDFR framework reactivates the low-discriminative object parts via bottom-up continuous feature maps recalibration and multi-scale object category mapping. Compared with the AL-based methods, our method fully improves the localization power of the network without damaging the classification power and can perform multi-instance localization, which are hard to achieve under the AL-based framework. Moreover, the mLDFR framework is flexible, and can be built on the top of various classical CNN backbones. Experimental results demonstrate the superiority of our method. With VGG16 as backbone, we achieve 46.96% Cls-Loc top1 err and 66.12% CorLoc on ILSVRC2014, 38.07% Cls-Loc top1 err and 75.04% CorLoc on CUB200-2011, surpassing the state-of-the-arts by a large margin.","1941-0042","","10.1109/TIP.2021.3091833","National Key Research and Development Plan(grant numbers:2018YFC0823003,2017YFB1002801); Beijing Natural Science Foundation(grant numbers:L182058); Natural Science Foundation of China(grant numbers:61876100,61972397); Shandong Provincial Science and Technology Support Program of Youth Innovation Team in Colleges(grant numbers:2019KJN041); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9467817","Weakly supervised object localization;feature recalibration;multi-scale class activation mapping","Location awareness;Neurons;Task analysis;Pattern recognition;Automation;Search problems;Proposals","convolutional neural nets;image classification;object detection;supervised learning","weakly supervised object localization;class activation mapping;CAM;low-discriminative object parts;multiinstance localization;multiscale low-discriminative feature reactivation;mLDFR;bottom-up continuous feature maps recalibration;multiscale object category mapping;adversarial learning;WSOL;CNN","","3","","83","IEEE","29 Jun 2021","","","IEEE","IEEE Journals"
"sCOs: Semi-Supervised Co-Selection by a Similarity Preserving Approach","K. Benabdeslem; D. E. K. Mansouri; R. Makkhongkaew","LIRIS, CNRS UMR5205, University of Lyon1, Lyon, France; Ibn Khaldoun University, Tiaret, Algeria; State Railway of Thailand (SRT), Bangkok, Thailand","IEEE Transactions on Knowledge and Data Engineering","29 Apr 2022","2022","34","6","2899","2911","In this paper, we focus on co-selection of instances and features in the semi-supervised learning scenario. In this context, co-selection becomes a more challenging problem as data contain labeled and unlabeled examples sampled from the same population. To carry out such semi-supervised co-selection, we propose a unified framework, called sCOs, which efficiently integrates labeled and unlabeled parts into the co-selection process. The framework is based on introducing both a sparse regularization term and a similarity preserving approach. It evaluates the usefulness of features and instances in order to select the most relevant ones, simultaneously. We propose two efficient algorithms that work for both convex and nonconvex functions. To the best of our knowledge, this paper offers, for the first time ever, a study utilizing nonconvex penalties for the co-selection of semi-supervised learning tasks. Experimental results on some known benchmark datasets are provided for validating sCOs and comparing it with some representative methods in the state-of-the art.","1558-2191","","10.1109/TKDE.2020.3014262","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9157967","Instance selection;feature selection;semi-supervised learning;similarity preserving;optimization;co-selection","Feature extraction;Task analysis;Semisupervised learning;Data mining;Robustness;Optimization;Supervised learning","concave programming;convex programming;feature selection;semi-supervised learning (artificial intelligence)","similarity preserving approach;nonconvex functions;semisupervised learning;unlabeled examples;sparse regularization term;sCOs;semisupervised co-selection;nonconvex penalties;feature selection","","3","","53","IEEE","4 Aug 2020","","","IEEE","IEEE Journals"
"Viewpoint-Adaptive Representation Disentanglement Network for Change Captioning","Y. Tu; L. Li; L. Su; J. Du; K. Lu; Q. Huang","School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China; School of Computer Science and Technology, Beijing University of Posts and Telecommunications, Beijing, China; School of Engineering Science, University of Chinese Academy of Sciences, Beijing, China; School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China","IEEE Transactions on Image Processing","5 May 2023","2023","32","","2620","2635","Change captioning is to describe the fine-grained change between a pair of images. The pseudo changes caused by viewpoint changes are the most typical distractors in this task, because they lead to the feature perturbation and shift for the same objects and thus overwhelm the real change representation. In this paper, we propose a viewpoint-adaptive representation disentanglement network to distinguish real and pseudo changes, and explicitly capture the features of change to generate accurate captions. Concretely, a position-embedded representation learning is devised to facilitate the model in adapting to viewpoint changes via mining the intrinsic properties of two image representations and modeling their position information. To learn a reliable change representation for decoding into a natural language sentence, an unchanged representation disentanglement is designed to identify and disentangle the unchanged features between the two position-embedded representations. Extensive experiments show that the proposed method achieves the state-of-the-art performance on the four public datasets. The code is available at https://github.com/tuyunbin/VARD.","1941-0042","","10.1109/TIP.2023.3268004","National Key Research and Development Program of China(grant numbers:2018YFE0303104); National Natural Science Foundation of China(grant numbers:62236008,U21B2038,61931008,62032022,62192784,U22B2038); Youth Innovation Promotion Association of Chinese Academy of Sciences (CAS)(grant numbers:2020108); Key Research and Development Plan Project of Zhejiang Province(grant numbers:2023C01004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10108947","Change captioning;representation disentanglement;viewpoint-adaptive;position-embedded representation learning","Task analysis;Image coding;Adaptation models;Encoding;Computer science;Transformers;Semantics","image representation;learning (artificial intelligence);natural language processing","accurate captions;change captioning;feature perturbation;fine-grained change;image representations;position-embedded representation learning;position-embedded representations;pseudochanges;reliable change representation;shift;unchanged representation disentanglement;viewpoint changes;viewpoint-adaptive representation disentanglement network","","","","46","IEEE","25 Apr 2023","","","IEEE","IEEE Journals"
"Nonlinear Projective Dictionary Pair Learning for PolSAR Image Classification","Y. Chen; L. Li; L. Jiao; Y. Li; X. Liu; X. Chai","The 54th Research Institute of China Electronics Technology Group Corporation, Shijiazhuang, China; Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, International Research Center for Intelligent Perception and Computation, Joint International Research Laboratory of Intelligent Perception and Computation, School of Artificial Intelligence, Xidian University, Xi’an, China; Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, International Research Center for Intelligent Perception and Computation, Joint International Research Laboratory of Intelligent Perception and Computation, School of Artificial Intelligence, Xidian University, Xi’an, China; Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, International Research Center for Intelligent Perception and Computation, Joint International Research Laboratory of Intelligent Perception and Computation, School of Artificial Intelligence, Xidian University, Xi’an, China; Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, International Research Center for Intelligent Perception and Computation, Joint International Research Laboratory of Intelligent Perception and Computation, School of Artificial Intelligence, Xidian University, Xi’an, China; The 54th Research Institute of China Electronics Technology Group Corporation, Shijiazhuang, China","IEEE Access","17 May 2021","2021","9","","70650","70661","Polarimetric synthetic aperture radar (PolSAR) image classification has become a hot research topic in recent years. Sparse representation plays an important role in image processing. However, almost all the existing dictionary learning methods are linear transformation in the original data space, so they cannot capture the nonlinear relationship of the input data. The recently proposed projective dictionary pair learning (DPL) method has acquired good performance in classification result and time consumption. In this paper, we propose the nonlinear projective dictionary pair learning (NDPL) model, which introduced the nonlinear transformation to the DPL model. Our method can adaptively obtain the nonlinear relationship between the elements of input data, and it also has the excellent performance of DPL model. In this paper, we use three PolSAR images to test the performance of our proposed method. Compared with several state-of-the-art methods, our proposed method has obtained promising results in solving the task of PolSAR image classification.","2169-3536","","10.1109/ACCESS.2021.3078232","Project through the Foundation for Innovative Research Groups of the National Natural Science Foundation of China(grant numbers:61621005); National Natural Science Foundation of China(grant numbers:61906150,62076192,U1701267,61801124,61806156,61802295); National Key Research and Development Program of China(grant numbers:2017YFC08219); New Think-tank of Department of Education In Shaanxi Province of China(grant numbers:20JT021,20JT022,20JY023); State Key Program of National Natural Science of China(grant numbers:61836009); Key Research and Development Program in Shaanxi Province of China(grant numbers:2019ZDLGY03-06); Program for Cheung Kong Scholars and Innovative Research Team in University(grant numbers:IRT_15R53); Fund for Foreign Scholars in University Research and Teaching Programs through the 111 Project(grant numbers:B07048); Major Research Plan of the National Natural Science Foundation of China(grant numbers:91438201,91438103); Fundamental Research Funds for the Central Universities(grant numbers:JB191903); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9425566","Polarimetric synthetic aperture radar (PolSAR);projective dictionary pair learning (DPL);nonlinear projective dictionary pair learning (NDPL)","Dictionaries;Feature extraction;Machine learning;Adaptation models;Data models;Data mining;Task analysis","geophysical image processing;image classification;image representation;learning (artificial intelligence);radar imaging;radar polarimetry;remote sensing by radar;synthetic aperture radar","original data space;nonlinear relationship;recently proposed projective dictionary pair learning method;classification result;nonlinear projective dictionary pair learning model;nonlinear transformation;DPL model;PolSAR images;PolSAR image classification;polarimetric synthetic aperture radar image classification;sparse representation;image processing;existing dictionary learning methods;linear transformation","","3","","52","CCBY","7 May 2021","","","IEEE","IEEE Journals"
"IRU-Net: An Efficient End-to-End Network for Automatic Building Extraction From Remote Sensing Images","M. A. A. Sheikh; T. Maity; A. Kole","Department of Electronics and Communication Engineering, Aliah University, Kolkata, India; Department of Mining Machinery Engineering, Indian Institute of Technology (ISM), Dhanbad, Dhanbad, India; Department of Electrical Engineering, RCC Institute of Information Technology, Kolkata, India","IEEE Access","13 Apr 2022","2022","10","","37811","37828","Automatic extraction of buildings from High-Resolution Remote Sensing (RS) Imagery is of great practical interest for numerous applications; including urban planning, change detection, disaster management, estimation of human population, and many other geospatial related applications. This paper proposes a novel efficient Improved ResU-Net architecture called IRU-Net, integrating spatial pyramid pooling module with an encoder-decoder structure, in combination with Atrous convolutions, modified residual connections, and a new skip connection between the encoder-decoder features for automatic extraction of buildings from RS images. Moreover, a new dual loss function called binary cross-entropy-dice-loss (BCEDL) is opted that make cross-entropy (CE) and dice loss (DL) and consider both local information and global information to decrease the class imbalance influence and improve the building extraction results. The proposed model is examined to demonstrate its generalization on two publicly available datasets; the Aerial Images for Roof Segmentation (AIRS) Dataset and the Massachusetts buildings dataset. The proposed IRU-Net achieved an average F-1 accuracy of 92.34% for the Massachusetts dataset and 95.65% for the AIRS dataset. When compared to other state-of-the-art deep learning-based models such as SegNet, U-Net, E-Net, ERFNet and SRI-Net, the overall accuracy improvements of our IRU-Net model is 9.0% (0.9725 vs. 0.8842), 5.2% (0.9725 vs. 0.9218), 3.0% (0.9725 vs. 0.9428), 1.4% (0.9725 vs. 0.9588) and 0.93% (0.9725 vs. 0.9635), for AIRS dataset and 11.6%, 5.9%, 3.1%, 2.7% and 1.4%, for Massachusetts building dataset. These results prove the superiority of the proposed model for building extraction from high-resolution RS images.","2169-3536","","10.1109/ACCESS.2022.3164401","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9748124","Building extraction;deep learning;encoder-decoder network;atrous spatial pyramid pooling;remote sensing imagery;cross-entropy and dice loss","Buildings;Feature extraction;Image segmentation;Architecture;Data mining;Computational modeling;Task analysis","entropy;feature extraction;geophysical image processing;image resolution;image segmentation;learning (artificial intelligence);object detection;regression analysis;remote sensing","efficient end-to-end network;automatic building extraction;automatic extraction;high-resolution remote sensing imagery;geospatial related applications;spatial pyramid pooling module;encoder-decoder structure;modified residual connections;skip connection;encoder-decoder features;dual loss function;binary cross-entropy-dice-loss;building extraction results;aerial images;roof segmentation dataset;Massachusetts buildings;AIRS dataset;SRI-Net;IRU-Net model;efficient improved ResU-Net architecture;high-resolution RS images;Massachusetts building dataset","","4","","83","CCBY","4 Apr 2022","","","IEEE","IEEE Journals"
"A Systematic Literature Review of Anti-Discrimination Design Strategies in the Digital Sharing Economy","M. Tushev; F. Ebrahimi; A. Mahmoud","Department of Computer Science and Engineering, Louisiana State University, Baton Rouge, LA, USA; Department of Computer Science and Engineering, Louisiana State University, Baton Rouge, LA, USA; Department of Computer Science and Engineering, Louisiana State University, Baton Rouge, LA, USA","IEEE Transactions on Software Engineering","9 Dec 2022","2022","48","12","5148","5157","Applications of the Digital Sharing Economy (DSE), such as Uber, Airbnb, and TaskRabbit, have become a main facilitator of economic growth and shared prosperity in modern-day societies. However, recent research has revealed that the participation of minority groups in DSE activities is often hindered by different forms of bias and discrimination. Evidence of such behavior has been documented across almost all domains of DSE, including ridesharing, lodging, and freelancing. However, little is known about the underlying design decisions of DSE platforms which allow certain demographics of the market to gain unfair advantage over others. To bridge this knowledge gap, in this paper, we systematically synthesize evidence from 58 interdisciplinary studies to identify the pervasive discrimination concerns affecting DSE platforms along with their triggering features and mitigation strategies. Our objective is to consolidate such interdisciplinary evidence from a software design point of view. Our results show that existing evidence is mainly geared towards documenting and mitigating issues of racism and sexism affecting platforms of ridesharing, lodging, and freelancing. Our review further shows that discrimination concerns in the DSE market are commonly enabled by features of user profiles and commonly impact reputation systems.","1939-3520","","10.1109/TSE.2021.3139961","National Science Foundation(grant numbers:CNS 1951411); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9669016","Digital discrimination;sharing economy;systematic review;evidence-based design","Task analysis;Sharing economy;Protocols;Systematics;Business;Software design;Planning","Internet;marketing data processing;organisational aspects;social networking (online);social sciences computing","Airbnb;antidiscrimination design strategies;digital sharing economy;DSE activities;DSE market;DSE platforms;economic growth;freelancing;interdisciplinary evidence;lodging;minority groups;mitigation strategies;pervasive discrimination concerns;racism;ridesharing;sexism;systematic literature review;TaskRabbit;Uber","","","","80","IEEE","4 Jan 2022","","","IEEE","IEEE Journals"
"Multiscale Feature Enhancement Network for Salient Object Detection in Optical Remote Sensing Images","Z. Wang; J. Guo; C. Zhang; B. Wang","School of Electronic Information, Xijing University, Xi’an, China; School of Electronic Information, Xijing University, Xi’an, China; College of Artificial Intelligence, Tianjin University of Science and Technology, Tianjin, China; School of Information and Navigation, Air Force Engineering University, Xi’an, China","IEEE Transactions on Geoscience and Remote Sensing","14 Dec 2022","2022","60","","1","19","Salient object detection (SOD) in optical remote sensing images (RSIs) is a valuable and challenging task. Although many SOD methods for RSIs have been proposed, there are still some problems, such as insufficient feature extraction, relatively worse detection results for tiny objects, and serious interference by background clutter and lighting shadows. In this article, we propose a novel multiscale feature enhancement network (MFENet) for SOD in optical RSIs. Specifically, MFENet first uses the global feature perception (GFP) module to extract the multiscale and global feature information of salient object regions. Second, the global features are enhanced from the channel and spatial dimensions by using the mixed feature enhancement (MFE) module. Third, the semantic feature guidance (SFG) module is constructed to guide the model to obtain fine-grained semantic feature information. Finally, the boundary optimization module (BOM) is designed to refine the boundary features and obtain accurate saliency detection results. To evaluate the performance of MFENet, extensive experiments are conducted on the publicly available ORSSD, EORSSD, and ORSI-4199 datasets. The quantitative and qualitative results show that our method outperforms the existing state-of-the-art SOD methods in several evaluation metrics and exhibits better inference speed (FPS) and calculation parameters. The code and results of MFENet are available at https://github.com/darkseid-arch/MFENet.","1558-0644","","10.1109/TGRS.2022.3224815","Neural Science Foundation of Shaanxi Province(grant numbers:2021JQ-879,2021JM-537); National Natural Science Foundation of China(grant numbers:62172338,61671465); Shaanxi Key Laboratory of Integrated and Intelligent Navigation Open Fund(grant numbers:SKLIIN-20190102); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9964115","Boundary optimization;feature enhancement;feature perception;remote sensing images (RSIs);salient object detection (SOD)","Feature extraction;Saliency detection;Optical sensors;Semantics;Optical imaging;Object detection;Data mining","feature extraction;geophysical image processing;object detection;remote sensing","accurate saliency detection results;background clutter;boundary features;boundary optimization module;existing state-of-the-art SOD methods;fine-grained semantic feature information;global feature information;global feature perception module;global features;insufficient feature extraction;lighting shadows;mixed feature enhancement module;novel multiscale feature enhancement network;optical remote sensing images;optical RSIs;relatively worse detection results;salient object detection;salient object regions;semantic feature guidance module;tiny objects;valuable task","","23","","56","IEEE","25 Nov 2022","","","IEEE","IEEE Journals"
